station_name,station_id,wrcc_id,latitude,longitude,elevation,observation_time,observation_time_lst,display_hour,display_hour_lst,nfdr_date,nfdr_time,nfdr_type,fuel_model,fuel_model_version,kbdi,one_hr_tl_fuel_moisture,ten_hr_tl_fuel_moisture,hun_hr_tl_fuel_moisture,thou_hr_tl_fuel_moisture,ignition_component,spread_component,energy_release_component,burning_index,herbaceous_lfi_fuel_moisture,woody_lfi_fuel_moisture,gsi,quality_code
BATDRAW,293101,XBAD,32.17861,-104.44056,4425,2026-08-23T03:52:34.000Z,2026-08-22T20:52:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,562,5.0,4.84,7.15,8.3,47.73,45.55,10.66,51.79,30.0,60.0,0.0,0
CAPROCK,293104,XCAP,32.92728,-103.85689,4167,2026-08-23T03:40:45.000Z,2026-08-22T20:40:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,488,5.34,5.13,7.68,8.98,35.68,28.45,10.24,40.93,30.0,60.0,0.0,0
QUEEN,293105,XQUN,32.20361,-104.69031,5642,2026-08-23T04:13:14.000Z,2026-08-22T21:13:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,365,5.9,5.5,8.22,9.97,33.35,31.53,9.6,41.67,30.0,60.0,0.06,0
PADUCA,293202,XPAD,32.17983,-103.722,3534,2026-08-23T03:39:54.000Z,2026-08-22T20:39:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,602,5.22,5.34,8.21,9.05,29.06,18.13,10.27,33.32,30.0,60.0,0.0,0
MALPAIS LAVA FLOW,293301,XMAL,34.85181,-108.17461,7514,2026-08-23T04:25:55.000Z,2026-08-22T21:25:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,177,14.18,12.43,16.49,16.14,1.71,2.85,0.66,4.03,30.0,60.0,0.25,0
BLUEWATER RIDGE,293303,XBLR,35.19411,-108.16336,8274,2026-08-23T04:05:44.000Z,2026-08-22T21:05:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,209,16.14,16.52,12.83,13.54,0.0,0.0,0.0,0.0,82.2,93.22,0.47,0
LAGUNA,293304,XLAG,35.05197,-107.42028,5805,2026-08-23T03:33:44.000Z,2026-08-22T20:33:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,543,7.89,7.46,9.86,10.12,16.84,16.3,7.26,27.06,30.0,60.0,0.01,0
RAMAH,293305,XRAM,34.81947,-108.29439,7645,2026-08-23T03:34:44.000Z,2026-08-22T20:34:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,310,14.52,9.99,13.95,15.76,0.82,0.81,0.93,2.63,30.0,60.0,0.26,0
10K,55522198,X10K,35.2085,-106.43586,10065,2026-08-23T03:38:19.000Z,2026-08-22T20:38:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,202,27.38,24.58,12.82,13.77,0.0,0.0,0.0,0.0,129.08,123.05,0.62,0
BAKERS TANK,55522210,AHBB,32.61528,-114.00836,563,2026-08-23T04:07:14.000Z,2026-08-22T21:07:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,738,3.9,3.72,6.94,7.91,36.48,16.2,12.17,34.21,30.0,60.0,0.0,0
CAVE CREEK,55522232,ACAV,34.0899,-111.8465,3477,2026-08-23T04:20:39.000Z,2026-08-22T21:20:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,537,6.23,4.67,8.73,9.8,13.68,5.67,9.59,18.92,30.0,60.0,0.03,0
CIPRIANO,55522238,ARIP,32.4235,-114.16211,1042,2026-08-23T03:59:08.000Z,2026-08-22T20:59:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,710,3.95,3.74,7.55,8.86,49.35,30.61,12.11,45.74,30.0,60.0,0.0,0
DEVILS HILLS,55522251,ADVH,32.42483,-113.79011,836,2026-08-23T04:23:19.000Z,2026-08-22T21:23:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,734,3.62,3.54,6.89,8.31,45.78,23.4,12.53,41.07,30.0,60.0,0.0,0
DUTCH KID,55522257,ADUT,35.12931,-112.28219,6505,2026-08-23T03:38:59.000Z,2026-08-22T20:38:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,106,9.38,9.29,15.47,16.83,6.76,4.97,5.47,13.75,30.0,60.0,0.28,0
FTHL YDMA,55522271,AFTH,32.48658,-114.4635,331,2026-08-23T03:38:44.000Z,2026-08-22T20:38:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,744,3.69,4.18,9.35,11.11,45.09,23.25,12.18,40.42,30.0,60.0,0.0,0
MIDNIGHT,55522315,XMID,36.77819,-105.34131,10815,2026-08-23T03:37:59.000Z,2026-08-22T20:37:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,156,28.07,28.87,16.39,16.95,0.0,0.0,0.0,0.0,197.38,166.51,0.83,0
MOHAWK DUNES,55522318,AMOD,32.68878,-113.74889,524,2026-08-23T04:23:09.000Z,2026-08-22T21:23:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,747,3.72,3.84,7.58,8.37,26.99,8.27,12.3,25.24,30.0,60.0,0.0,0
NEVERSHINE,55522326,ANEV,36.24753,-113.88851,2165,2026-08-23T04:03:51.000Z,2026-08-22T21:03:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,679,3.07,3.48,5.71,7.63,37.71,13.93,13.12,33.05,30.0,60.0,0.0,0
PICACHO PEAK,55522341,APIC,32.66314,-111.42154,1750,2026-08-23T04:17:49.000Z,2026-08-22T21:17:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,723,4.52,4.63,8.17,9.51,37.8,22.17,11.19,38.03,30.0,60.0,0.0,0
PINEDALE,55522344,APND,34.30617,-110.23661,6461,2026-08-23T03:38:39.000Z,2026-08-22T20:38:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,257,17.62,21.98,14.05,14.12,0.0,0.0,0.0,0.0,30.0,60.0,0.25,0
TANKS,55522384,ATNK,33.67314,-110.57431,5801,2026-08-23T03:38:49.000Z,2026-08-22T20:38:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,297,9.36,8.0,12.91,14.34,8.01,6.45,5.84,15.98,30.0,60.0,0.3,0
TAOS PUEBLO RAWS,55522385,XTAP,36.41461,-105.55689,7135,2026-08-23T04:13:34.000Z,2026-08-22T21:13:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,453,8.67,7.31,11.29,12.33,11.43,10.73,6.64,21.42,30.0,60.0,0.03,0
CEDAR RIDGE,55523718,ACED,32.59872,-110.76231,4735,2026-08-23T03:37:19.000Z,2026-08-22T20:37:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,320,8.25,6.18,9.39,10.84,17.26,19.06,7.34,29.21,30.0,60.0,0.13,0
RED CANYON,55523735,XRDC,34.62289,-106.40831,8070,2026-08-23T03:38:29.000Z,2026-08-22T20:38:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,377,34.98,32.11,11.6,11.78,0.0,0.0,0.0,0.0,30.0,60.0,0.27,0
SOWATS,55523737,ASOW,36.48242,-112.42281,7038,2026-08-23T03:39:09.000Z,2026-08-22T20:39:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,154,7.09,6.83,10.24,12.79,12.21,7.07,8.13,19.4,30.0,60.0,0.29,0
T BAR,55523738,XTBA,33.51789,-108.52419,8047,2026-08-23T03:39:19.000Z,2026-08-22T20:39:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,W,4,22,21.07,17.61,17.33,18.25,0.0,0.0,0.0,0.0,118.49,116.31,0.58,0
FORT YUMA,20102,AFYM,32.65222,-114.63417,185,2026-08-23T05:16:14.000Z,2026-08-22T22:16:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,744,5.07,4.32,8.08,9.81,23.31,9.88,10.79,25.77,30.0,60.0,0.0,0
MOUNT LOGAN,20107,AMTL,36.35306,-113.19917,7605,2026-08-23T04:33:25.000Z,2026-08-22T21:33:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,152,6.52,6.85,9.7,11.67,20.07,14.93,6.18,24.13,91.36,99.05,0.5,0
OLAF KNOLLS,20108,AOLA,36.50725,-113.81589,2974,2026-08-23T04:33:35.000Z,2026-08-22T21:33:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,629,4.3,3.95,6.4,8.04,25.76,10.27,11.67,27.21,30.0,60.0,0.02,0
TWEEDS POINT,20109,ATWE,36.58186,-113.732,5334,2026-08-23T04:33:55.000Z,2026-08-22T21:33:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,553,4.96,5.02,7.47,9.25,40.62,32.86,10.63,44.5,30.0,60.0,0.04,0
NIXON FLATS,20113,ANIX,36.38833,-113.15806,6500,2026-08-23T04:50:15.000Z,2026-08-22T21:50:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,302,10.6,8.01,13.65,14.09,5.62,6.04,4.68,14.01,30.0,60.0,0.26,0
BLACK ROCK,20114,ABRK,36.79436,-113.75056,7224,2026-08-23T04:50:05.000Z,2026-08-22T21:50:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,192,6.88,6.33,9.16,11.6,13.39,7.45,7.55,19.22,57.26,77.34,0.39,0
MOSS BASIN,20115,AMOS,35.03397,-113.89406,5920,2026-08-23T05:23:05.000Z,2026-08-22T22:23:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,394,8.45,6.28,11.6,13.37,11.89,10.85,7.13,22.24,30.0,60.0,0.27,0
UNION PASS,20116,AUNI,35.23233,-114.38194,3590,2026-08-23T04:52:35.000Z,2026-08-22T21:52:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,580,4.16,4.19,7.06,8.63,30.0,12.99,11.71,30.36,30.0,60.0,0.03,0
HURRICANE,20117,AHUR,36.69908,-113.20731,5445,2026-08-23T04:34:05.000Z,2026-08-22T21:34:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,407,6.73,6.61,9.68,10.99,22.8,20.11,8.5,32.04,30.0,60.0,0.18,0
HAVASU,20118,AHAV,34.80758,-114.53456,475,2026-08-23T04:52:45.000Z,2026-08-22T21:52:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,653,7.04,4.29,8.09,9.41,13.92,7.13,9.0,20.41,30.0,60.0,0.0,0
MUSIC MOUNTAIN,20119,AMUS,35.61497,-113.79428,5375,2026-08-23T04:52:55.000Z,2026-08-22T21:52:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,547,6.47,5.36,8.88,10.73,16.21,9.31,9.14,23.24,30.0,60.0,0.12,0
TRUXTON CANYON,20120,ATRU,35.78013,-113.79563,5304,2026-08-23T05:14:05.000Z,2026-08-22T22:14:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,267,5.95,5.26,8.44,10.37,20.52,11.93,9.64,26.69,30.0,60.0,0.18,0
CIBOLA,20121,ACBL,33.28,-114.68489,252,2026-08-23T04:48:54.000Z,2026-08-22T21:48:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,748,5.25,4.36,8.18,9.08,21.88,9.79,10.6,25.47,30.0,60.0,0.0,0
TUSAYAN,20207,ATUS,35.98833,-112.12056,6570,2026-08-23T05:08:24.000Z,2026-08-22T22:08:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,348,11.32,8.85,14.68,15.57,4.08,4.4,3.71,10.87,30.0,60.0,0.22,0
FLAGSTAFF,20209,AFLG,35.14111,-111.6725,6903,2026-08-23T05:06:04.000Z,2026-08-22T22:06:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,283,12.07,8.14,13.22,14.94,1.9,1.3,2.01,4.69,53.37,74.87,0.37,0
BRIGHT ANGEL,20211,ACAN,36.20472,-112.06222,8134,2026-08-23T05:07:54.000Z,2026-08-22T22:07:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,265,8.78,7.47,10.99,12.79,6.46,3.81,4.87,11.54,72.39,86.98,0.43,0
DRY PARK,20212,ADRY,36.45308,-112.23819,8700,2026-08-23T04:38:24.000Z,2026-08-22T21:38:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,93,14.48,8.58,12.43,14.65,0.41,0.21,0.9,1.39,148.49,135.4,0.68,0
FRAZIER WELLS,20213,AFRA,35.84551,-113.05501,6796,2026-08-23T05:27:44.000Z,2026-08-22T22:27:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,92,7.16,6.34,10.11,11.73,17.16,13.88,7.38,25.31,55.48,76.21,0.38,0
MORMON LAKE,20215,AMOL,34.90972,-111.43842,7094,2026-08-23T05:03:14.000Z,2026-08-22T22:03:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,282,12.13,9.51,15.22,15.28,2.39,2.19,1.67,5.46,69.54,85.16,0.43,0
WARM SPRINGS CANYON,20216,AWAR,36.70117,-112.22689,7953,2026-08-23T04:47:34.000Z,2026-08-22T21:47:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,345,9.32,7.98,12.56,13.57,6.75,5.17,4.63,12.98,62.98,80.98,0.4,0
YELLOW JOHN MOUNTAIN,20217,AYEL,36.155,-113.54944,6160,2026-08-23T04:50:25.000Z,2026-08-22T21:50:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,283,8.97,6.89,12.34,14.11,6.44,4.22,6.5,13.81,30.0,60.0,0.18,0
OAK CREEK,20219,AOAK,34.94686,-111.75444,4804,2026-08-23T05:03:04.000Z,2026-08-22T22:03:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,574,8.67,6.49,10.43,12.17,9.2,6.67,6.88,17.49,30.0,60.0,0.09,0
LINDBERGH HILL,20220,ALBE,36.28556,-112.07861,8800,2026-08-23T05:08:14.000Z,2026-08-22T22:08:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,395,9.54,7.18,10.98,12.73,4.68,2.8,3.99,9.14,77.73,90.37,0.45,0
PROMONTORY,20221,APRO,34.36528,-111.01444,7842,2026-08-23T04:49:34.000Z,2026-08-22T21:49:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,121,11.66,9.99,12.11,14.13,1.31,0.48,1.21,2.34,169.19,148.57,0.74,0
GUNSIGHT,20223,AGUN,36.70464,-112.5835,5284,2026-08-23T04:34:14.000Z,2026-08-22T21:34:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,522,5.75,6.44,9.65,11.15,21.28,11.99,9.41,26.47,30.0,60.0,0.14,0
BUCKSKIN MTN,20224,ABUC,36.91808,-112.19981,6334,2026-08-23T04:33:45.000Z,2026-08-22T21:33:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,416,6.91,6.08,9.52,11.42,14.42,9.15,8.52,22.32,30.0,60.0,0.2,0
PARIA POINT,20226,APAR,36.72753,-111.822,7106,2026-08-23T05:00:45.000Z,2026-08-22T22:00:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,398,7.15,6.48,10.05,10.98,14.01,9.06,8.18,21.81,30.0,60.0,0.24,0
FOUR SPRINGS,20227,AFOU,36.79367,-112.04239,6560,2026-08-23T05:19:25.000Z,2026-08-22T22:19:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,284,7.7,6.32,10.08,10.76,17.33,16.46,7.77,28.03,30.0,60.0,0.25,0
GREENBASE,20284,AGRB,35.27619,-112.06325,6923,2026-08-23T05:16:34.000Z,2026-08-22T22:16:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,223,14.92,10.56,16.06,17.47,0.34,0.16,0.66,1.07,63.49,81.31,0.41,0
HAPPY JACK,20291,AHJK,34.61797,-111.34239,6812,2026-08-23T05:02:04.000Z,2026-08-22T22:02:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,381,11.79,9.71,14.62,16.28,1.98,1.25,1.79,4.36,61.12,79.8,0.4,0
HEBER,20301,AHBR,34.39778,-110.56444,6635,2026-08-23T05:03:04.000Z,2026-08-22T22:03:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,219,13.79,13.0,13.88,15.59,1.46,1.56,0.71,3.15,30.5,60.32,0.3,0
LAKESIDE,20303,ALAK,34.16283,-109.87639,7267,2026-08-23T05:00:14.000Z,2026-08-22T22:00:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,15,16.36,14.14,17.05,17.4,0.0,0.0,0.0,0.0,74.34,88.21,0.44,0
NAVAJO MONUMENT,20307,ANAV,36.67667,-110.54389,7204,2026-08-23T04:36:34.000Z,2026-08-22T21:36:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,198,9.84,7.33,10.42,11.89,12.55,20.63,5.6,26.76,30.0,60.0,0.14,0
LIMESTONE CANYON,20309,ALIM,34.17786,-110.27663,7102,2026-08-23T05:24:24.000Z,2026-08-22T22:24:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,335,10.46,15.47,11.61,12.87,8.28,11.33,2.65,14.4,34.46,62.84,0.31,0
MOUNTAIN LION,20310,AFAP,33.69511,-109.71078,7269,2026-08-23T05:14:54.000Z,2026-08-22T22:14:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,66,13.01,9.97,14.29,16.34,1.09,0.63,1.1,2.54,125.45,120.74,0.6,0
HOPI,20312,AHPI,35.86292,-110.61495,5579,2026-08-23T05:13:45.000Z,2026-08-22T22:13:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,473,9.28,7.81,12.32,12.45,16.82,27.57,5.97,31.48,30.0,60.0,0.07,0
ALPINE,20401,AALP,33.84272,-109.11161,8207,2026-08-23T05:16:54.000Z,2026-08-22T22:16:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,81,13.54,11.85,14.58,15.98,0.77,0.43,0.68,1.7,140.97,130.62,0.65,0
PINEY HILL,20402,APIN,35.76111,-109.16719,8061,2026-08-23T04:41:24.000Z,2026-08-22T21:41:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,184,28.01,26.28,11.07,12.62,0.0,0.0,0.0,0.0,49.55,72.44,0.36,0
GREER,20404,AGRE,34.05853,-109.44097,8240,2026-08-23T04:35:49.000Z,2026-08-22T21:35:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,55,17.01,14.65,15.31,16.23,0.0,0.0,0.0,0.0,163.34,144.86,0.72,0
IRON SPRINGS,20501,AIRO,34.59361,-112.51139,5385,2026-08-23T05:06:34.000Z,2026-08-22T22:06:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,379,7.17,6.58,11.52,13.59,13.62,9.05,8.14,21.75,30.0,60.0,0.22,0
CROWN KING,20502,ACRO,34.20336,-112.34561,6173,2026-08-23T05:27:34.000Z,2026-08-22T22:27:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,377,9.28,6.69,11.34,13.0,7.93,6.49,6.28,16.58,30.0,60.0,0.25,0
VERDE,20503,AVER,34.54917,-111.84417,3101,2026-08-23T05:05:14.000Z,2026-08-22T22:05:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,551,8.97,7.01,10.83,12.74,7.08,4.21,6.46,13.76,30.0,60.0,0.06,0
GOODWIN MESA,20507,AGOO,34.77614,-113.3375,4311,2026-08-23T05:20:45.000Z,2026-08-22T22:20:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,447,5.87,5.29,10.05,11.76,29.49,24.23,9.7,37.09,30.0,60.0,0.12,0
HUMBUG CREEK,20508,AHUM,34.11,-112.3,5250,2026-08-23T04:48:15.000Z,2026-08-22T21:48:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,257,6.74,5.37,9.33,10.98,21.49,17.08,8.9,30.36,30.0,60.0,0.19,0
STANTON,20509,ASTA,34.16403,-112.73486,3600,2026-08-23T05:01:25.000Z,2026-08-22T22:01:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,542,4.86,4.25,7.31,9.09,39.88,29.14,11.01,42.81,30.0,60.0,0.07,0
SUNSET POINT,20510,ASUN,34.18847,-112.13467,3380,2026-08-23T04:53:15.000Z,2026-08-22T21:53:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,617,5.35,4.48,8.23,9.81,26.22,15.03,10.46,30.83,30.0,60.0,0.04,0
CHERRY,20511,ACHE,34.59661,-112.04761,5147,2026-08-23T05:11:54.000Z,2026-08-22T22:11:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,195,10.56,7.88,12.23,13.59,7.57,9.76,4.76,17.59,30.0,60.0,0.16,0
GLOBE,20601,AGLO,33.32694,-110.76694,4137,2026-08-23T05:06:25.000Z,2026-08-22T22:06:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,513,17.86,21.54,9.47,10.13,0.0,0.0,0.0,0.0,30.0,60.0,0.06,0
PAYSON,20602,APAY,34.24614,-111.2935,5064,2026-08-23T05:11:04.000Z,2026-08-22T22:11:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,379,16.42,22.74,10.48,12.21,0.0,0.0,0.0,0.0,30.0,60.0,0.12,0
PLEASANT VALLEY,20603,APLE,34.08858,-110.94225,5232,2026-08-23T05:00:34.000Z,2026-08-22T22:00:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,295,10.66,9.34,13.33,14.45,7.44,9.66,4.26,16.63,30.0,60.0,0.13,0
TONTO BASIN,20606,ATON,33.86861,-111.31333,2414,2026-08-23T05:11:14.000Z,2026-08-22T22:11:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,597,7.1,5.54,9.0,10.05,13.26,7.09,8.53,19.86,30.0,60.0,0.0,0
SAN CARLOS #1,20608,ASCA,33.37165,-110.45683,2830,2026-08-23T05:14:24.000Z,2026-08-22T22:14:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,606,5.76,5.23,8.08,9.38,27.01,17.73,9.82,32.31,30.0,60.0,0.01,0
HILLTOP,20609,AHIL,33.61119,-110.41461,5732,2026-08-23T04:32:54.000Z,2026-08-22T21:32:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,79,9.01,8.31,13.85,15.76,8.57,6.55,6.06,16.37,30.0,60.0,0.27,0
RED LAKE,20610,ARED,34.18133,-110.78919,6524,2026-08-23T04:59:34.000Z,2026-08-22T21:59:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,89,17.14,20.7,18.03,18.76,0.0,0.0,0.0,0.0,52.52,74.33,0.37,0
SHADOW RIM,20611,ASHA,34.40586,-111.28319,5660,2026-08-23T05:09:14.000Z,2026-08-22T22:09:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,441,16.88,22.61,14.69,15.55,0.0,0.0,0.0,0.0,30.0,60.0,0.18,0
PINE,20612,APNE,34.37181,-111.4555,5313,2026-08-23T05:22:24.000Z,2026-08-22T22:22:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,457,16.32,22.31,11.77,13.2,0.0,0.0,0.0,0.0,30.0,60.0,0.16,0
HORSE CAMP CANYON,20903,AHOR,32.93656,-110.4935,4014,2026-08-23T05:02:55.000Z,2026-08-22T22:02:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,W,4,572,11.03,11.1,8.96,10.52,11.86,24.58,3.39,23.03,30.0,60.0,0.06,0
